ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009832,F,N,Y,0,275564.14,Working,Higher education,Married,House / apartment,-8696,-1826,1,0,1,1,,2.0
5009833,M,N,Y,0,187954.72,Pensioner,Secondary / secondary special,Married,House / apartment,-11010,365243,1,1,0,0,,2.0
5009834,F,Y,Y,2,79459.28,Pensioner,Secondary / secondary special,Married,House / apartment,-10072,365243,1,0,1,0,,4.0
5009835,F,N,Y,0,60905.83,Working,Higher education,Single / not married,House / apartment,-17215,-3375,1,1,0,0,Laborers,1.0
5009836,F,N,Y,2,107740.29,Working,Higher education,Married,House / apartment,-12888,-559,1,0,0,1,Medicine staff,4.0
5009837,F,N,Y,0,58356.19,Working,Secondary / secondary special,Separated,House / apartment,-8655,-1826,1,0,0,0,,1.0
5009838,F,N,Y,0,136227.66,Working,Higher education,Single / not married,Office apartment,-16245,-1433,1,1,0,0,Security staff,1.0
5009839,M,Y,Y,0,501727.63,Commercial associate,Incomplete higher,Married,House / apartment,-19037,-1391,1,1,0,0,Laborers,2.0
5009840,F,N,Y,1,66271.95,Working,Secondary / secondary special,Married,House / apartment,-20217,-9307,1,0,0,0,Core staff,3.0
5009841,M,N,Y,0,134186.67,Pensioner,Secondary / secondary special,Married,House / apartment,-21988,365243,1,0,0,0,,2.0
5009842,F,N,Y,2,283782.47,Working,Secondary / secondary special,Single / not married,House / apartment,-15754,-323,1,1,1,0,,3.0
5009843,F,Y,N,0,214173.97,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-14153,-720,1,0,1,0,Laborers,2.0
5009844,F,Y,Y,1,136711.7,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19299,-889,1,0,1,0,Laborers,2.0
5009845,M,N,Y,0,136875.31,Pensioner,Secondary / secondary special,Married,With parents,-7539,365243,1,0,1,0,,2.0
5009846,F,Y,N,0,82623.14,Commercial associate,Higher education,Married,House / apartment,-18411,-6971,1,0,1,0,Laborers,2.0
5009847,F,N,N,0,128820.1,Pensioner,Secondary / secondary special,Married,House / apartment,-14417,365243,1,0,1,0,,2.0
5009848,M,Y,Y,0,166328.55,Working,Secondary / secondary special,Married,House / apartment,-15244,-671,1,0,0,1,Medicine staff,2.0
5009849,F,N,Y,0,255903.77,Commercial associate,Secondary / secondary special,Married,House / apartment,-12499,-1233,1,1,0,0,,2.0
5009850,F,Y,Y,0,108002.77,Working,Higher education,Married,House / apartment,-9536,-2922,1,1,0,0,Sales staff,2.0
5009851,F,N,Y,0,133931.32,State servant,Higher education,Married,House / apartment,-14342,-702,1,0,1,0,Laborers,2.0
5009852,M,N,N,0,91618.94,Working,Higher education,Married,House / apartment,-12708,-2650,1,0,0,0,Sales staff,2.0
5009853,F,N,Y,0,164828.79,State servant,Secondary / secondary special,Married,House / apartment,-24137,-608,1,0,1,0,Core staff,2.0
5009854,M,Y,N,0,217921.4,Pensioner,Secondary / secondary special,Married,With parents,-23847,365243,1,0,0,0,,2.0
5009855,F,N,Y,0,201757.95,Commercial associate,Higher education,Married,House / apartment,-18594,-9407,1,1,0,0,Core staff,2.0
5009856,M,Y,N,2,82035.43,Pensioner,Secondary / secondary special,Married,House / apartment,-23148,365243,1,0,0,0,,4.0
5009857,M,N,Y,2,158487.6,Working,Secondary / secondary special,Married,House / apartment,-20476,-2866,1,0,1,0,High skill tech staff,4.0
5009858,M,N,Y,0,104960.96,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13369,-4016,1,0,0,0,Core staff,1.0
5009859,F,N,Y,4,244146.81,Working,Secondary / secondary special,Married,House / apartment,-17892,-933,1,0,0,0,Drivers,6.0
5009860,M,Y,Y,0,135855.03,Pensioner,Secondary / secondary special,Separated,House / apartment,-11167,365243,1,0,0,0,,1.0
5009861,F,N,Y,0,68888.42,Pensioner,Secondary / secondary special,Married,House / apartment,-19353,365243,1,0,1,0,,2.0
5009862,F,Y,N,0,131939.48,Pensioner,Higher education,Married,House / apartment,-8090,365243,1,0,0,0,,2.0
5009863,F,Y,Y,2,185208.28,Working,Secondary / secondary special,Married,House / apartment,-21880,-968,1,1,0,0,Core staff,4.0
5009864,M,Y,N,0,166375.58,Working,Higher education,Married,House / apartment,-17530,-3250,1,0,0,0,Drivers,2.0
5009865,M,N,Y,1,114016.9,Commercial associate,Secondary / secondary special,Married,House / apartment,-8329,-1461,1,0,0,0,Sales staff,3.0
5009866,M,Y,Y,1,109904.08,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22588,365243,1,0,1,0,,2.0
5009867,F,Y,N,0,89881.53,Pensioner,Secondary / secondary special,Married,House / apartment,-22692,365243,1,0,0,0,,2.0
5009868,F,N,Y,0,120888.65,Pensioner,Higher education,Married,House / apartment,-22256,365243,1,0,0,1,,2.0
5009869,M,N,Y,0,96005.48,Working,Higher education,Married,House / apartment,-20880,-3034,1,0,1,1,Medicine staff,2.0
5009870,F,N,Y,0,239197.06,Commercial associate,Secondary / secondary special,Married,House / apartment,-19190,-4367,1,1,1,0,Laborers,2.0
5009871,F,N,Y,0,93847.96,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14263,-587,1,0,1,0,Sales staff,2.0
5009872,F,N,N,0,156551.8,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9695,-54,1,0,0,0,Medicine staff,2.0
5009873,F,N,Y,0,151319.98,Commercial associate,Higher education,Married,House / apartment,-12367,-702,1,0,0,0,Realty agents,2.0
5009874,F,N,Y,0,236294.39,Working,Higher education,Married,House / apartment,-13389,-2459,1,1,1,0,,2.0
5009875,F,N,N,0,253897.05,Working,Higher education,Married,House / apartment,-13582,-5408,1,0,0,0,,2.0
5009876,F,N,Y,0,208560.61,Pensioner,Secondary / secondary special,Separated,House / apartment,-17219,365243,1,0,1,0,,1.0
5009877,F,N,Y,0,175687.86,Working,Secondary / secondary special,Married,House / apartment,-10958,-4357,1,0,0,0,Laborers,2.0
5009878,M,N,N,0,87175.35,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-10630,365243,1,0,0,0,,1.0
5009879,F,N,Y,0,86298.28,Commercial associate,Higher education,Married,House / apartment,-19874,-550,1,0,1,0,Core staff,2.0
5009880,F,N,N,2,96486.13,State servant,Secondary / secondary special,Widow,House / apartment,-7436,-730,1,1,0,1,Laborers,3.0
5009881,M,Y,Y,0,214477.58,State servant,Secondary / secondary special,Married,House / apartment,-9926,-3287,1,1,0,0,Core staff,2.0
5009882,F,N,N,0,152766.36,Commercial associate,Higher education,Married,House / apartment,-14930,-2905,1,0,0,0,,2.0
5009883,M,Y,N,1,227368.79,Working,Secondary / secondary special,Married,House / apartment,-9918,-2554,1,0,0,0,Core staff,3.0
5009884,M,N,Y,0,243142.11,Pensioner,Secondary / secondary special,Separated,House / apartment,-24132,365243,1,0,0,0,,1.0
5009885,F,Y,Y,1,102439.13,Working,Secondary / secondary special,Widow,Municipal apartment,-19053,-4335,1,1,1,0,,2.0
5009886,F,N,Y,0,149647.4,Working,Secondary / secondary special,Single / not married,Municipal apartment,-14892,-3747,1,0,0,0,Core staff,1.0
5009887,M,N,N,1,146312.96,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9273,-284,1,1,0,1,Medicine staff,2.0
5009888,M,Y,Y,2,125004.64,Pensioner,Higher education,Married,House / apartment,-14058,365243,1,0,0,0,,4.0
5009889,F,N,Y,0,112710.58,Working,Secondary / secondary special,Single / not married,House / apartment,-18711,-2806,1,0,1,0,Core staff,1.0
5009890,F,Y,Y,0,266299.73,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-24290,365243,1,0,0,0,,2.0
5009891,F,N,N,1,151143.63,Commercial associate,Higher education,Married,House / apartment,-15592,-450,1,0,0,1,Drivers,3.0
5009892,M,N,N,1,148237.71,Pensioner,Incomplete higher,Married,House / apartment,-19444,365243,1,0,0,0,,3.0
5009893,F,N,Y,1,98578.77,Working,Higher education,Married,House / apartment,-10730,-527,1,0,0,0,Core staff,3.0
5009894,M,N,Y,0,206407.2,Working,Higher education,Married,House / apartment,-18238,-3378,1,0,0,0,Laborers,2.0
5009895,F,Y,Y,1,89093.91,State servant,Higher education,Civil marriage,House / apartment,-11496,-923,1,1,1,0,Core staff,3.0
5009896,F,Y,Y,0,184878.25,Working,Higher education,Married,House / apartment,-10778,-1118,1,0,0,0,Low-skill Laborers,2.0
5009897,F,N,Y,0,187421.37,Commercial associate,Incomplete higher,Married,House / apartment,-16232,-1037,1,0,0,0,,2.0
5009898,F,N,N,0,119819.59,Commercial associate,Higher education,Married,House / apartment,-11015,-524,1,1,0,0,Core staff,2.0
5009899,F,N,N,0,172616.22,Working,Secondary / secondary special,Married,House / apartment,-19951,-6121,1,1,0,0,Laborers,2.0
5009900,F,Y,Y,0,161592.79,Pensioner,Higher education,Married,House / apartment,-23738,365243,1,0,1,0,,2.0
5009901,F,N,Y,0,144396.71,Pensioner,Higher education,Civil marriage,House / apartment,-14205,365243,1,0,0,0,,2.0
5009902,M,N,Y,0,148222.82,Working,Higher education,Married,House / apartment,-12958,-632,1,0,1,0,,2.0
5009903,F,Y,Y,0,151886.82,Working,Higher education,Civil marriage,House / apartment,-10388,-245,1,0,0,1,,2.0
5009904,F,N,Y,2,157149.97,Commercial associate,Secondary / secondary special,Married,With parents,-14149,-1021,1,1,1,0,,4.0
5009905,M,N,Y,0,151769.93,Working,Higher education,Civil marriage,House / apartment,-17116,-1176,1,1,1,0,Sales staff,2.0
5009906,M,Y,Y,0,84801.45,Commercial associate,Secondary / secondary special,Married,House / apartment,-13843,-15,1,1,0,0,Core staff,2.0
5009907,M,N,N,0,136474.7,State servant,Secondary / secondary special,Married,House / apartment,-18228,-4781,1,0,0,0,,2.0
5009908,M,N,N,0,168126.89,State servant,Higher education,Married,House / apartment,-18918,-4176,1,0,0,0,Drivers,2.0
5009909,F,N,Y,0,154607.41,Working,Secondary / secondary special,Separated,House / apartment,-9020,-2191,1,0,0,0,,1.0
5009910,F,N,Y,0,237251.28,Working,Secondary / secondary special,Married,House / apartment,-19538,-3591,1,0,0,0,Sales staff,2.0
5009911,M,N,N,0,200795.71,Pensioner,Secondary / secondary special,Married,House / apartment,-23089,365243,1,0,0,0,,2.0
5009912,M,Y,N,3,95300.97,State servant,Secondary / secondary special,Separated,House / apartment,-7765,-1095,1,0,0,0,,4.0
5009913,F,N,Y,0,135494.52,Working,Secondary / secondary special,Married,House / apartment,-16971,-7070,1,0,0,0,,2.0
5009914,M,Y,Y,0,126037.11,Working,Secondary / secondary special,Married,House / apartment,-17892,-2725,1,0,0,0,,2.0
5009915,F,Y,Y,0,146946.78,Pensioner,Higher education,Married,House / apartment,-19749,365243,1,0,0,1,,2.0
5009916,F,N,Y,0,147047.26,Commercial associate,Secondary / secondary special,Married,House / apartment,-14068,-2180,1,1,1,0,,2.0
5009917,F,N,Y,0,199937.65,Working,Secondary / secondary special,Married,House / apartment,-21658,-3407,1,0,0,0,,2.0
5009918,F,N,Y,0,160920.25,Working,Higher education,Married,House / apartment,-16770,-619,1,1,0,0,,2.0
5009919,F,Y,Y,0,272466.92,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14474,-7485,1,1,0,0,Laborers,1.0
5009920,F,Y,Y,0,166125.96,Commercial associate,Secondary / secondary special,Married,House / apartment,-19915,-42,1,0,0,0,Laborers,2.0
5009921,M,N,Y,0,97217.38,Pensioner,Secondary / secondary special,Married,House / apartment,-23563,365243,1,1,0,0,,2.0
5009922,F,Y,N,0,116583.11,Working,Secondary / secondary special,Married,Municipal apartment,-21541,-175,1,0,0,0,Sales staff,2.0
5009923,F,N,Y,1,199166.12,Pensioner,Secondary / secondary special,Married,With parents,-23621,365243,1,1,1,0,,3.0
5009924,M,Y,Y,0,65704.05,Commercial associate,Incomplete higher,Married,House / apartment,-11967,-5113,1,1,0,0,,2.0
5009925,M,N,Y,0,75136.35,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-9382,365243,1,1,0,0,,2.0
5009926,M,N,Y,0,148056.41,Working,Secondary / secondary special,Separated,House / apartment,-16673,-1151,1,0,0,0,Sales staff,1.0
5009927,M,Y,Y,2,236916.03,Working,Secondary / secondary special,Civil marriage,House / apartment,-8083,-1461,1,1,0,0,,4.0
5009928,F,N,Y,1,283089.31,Commercial associate,Secondary / secondary special,Married,House / apartment,-19131,-896,1,1,1,0,Sales staff,3.0
5009929,F,N,Y,0,132117.52,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11512,-380,1,1,1,0,,2.0
5009930,F,N,Y,2,250299.72,Working,Secondary / secondary special,Separated,House / apartment,-15270,-709,1,0,0,0,Laborers,3.0
5009931,F,N,Y,0,152685.26,Commercial associate,Secondary / secondary special,Married,House / apartment,-18798,-787,1,0,0,0,Core staff,2.0
5009932,F,N,N,3,68479.69,State servant,Secondary / secondary special,Married,House / apartment,-15774,-2182,1,0,1,0,Cooking staff,5.0
5009933,F,Y,Y,0,146673.12,Commercial associate,Higher education,Married,House / apartment,-11443,-3485,1,0,0,1,Security staff,2.0
5009934,M,N,Y,0,108071.24,Working,Secondary / secondary special,Married,With parents,-22739,-202,1,0,1,0,Core staff,2.0
5009935,F,N,Y,0,233074.97,Pensioner,Higher education,Separated,Office apartment,-20708,365243,1,1,0,0,,1.0
5009936,F,Y,Y,0,145388.15,Working,Secondary / secondary special,Married,With parents,-17843,-549,1,0,0,0,Laborers,2.0
5009937,F,N,Y,0,77733.64,Working,Secondary / secondary special,Married,House / apartment,-19551,-770,1,0,0,0,High skill tech staff,2.0
5009938,M,N,Y,0,69573.75,Commercial associate,Secondary / secondary special,Married,House / apartment,-14586,-719,1,0,0,0,,2.0
5009939,F,Y,N,0,145729.88,Working,Higher education,Married,House / apartment,-13895,-544,1,0,1,0,Core staff,2.0
5009940,M,Y,N,0,43909.73,State servant,Secondary / secondary special,Married,House / apartment,-10112,-1374,1,0,0,0,Drivers,2.0
5009941,F,N,Y,0,113654.38,Working,Secondary / secondary special,Separated,With parents,-21393,-4246,1,0,0,0,Sales staff,1.0
5009942,F,Y,N,2,165299.65,Working,Higher education,Married,Municipal apartment,-13985,-231,1,0,1,0,Core staff,4.0
5009943,F,N,Y,1,86811.27,State servant,Higher education,Civil marriage,House / apartment,-19442,-4340,1,0,0,0,Core staff,3.0
5009944,M,Y,N,2,242072.75,Working,Secondary / secondary special,Married,House / apartment,-12563,-1505,1,0,1,0,Drivers,4.0
5009945,F,N,Y,1,267133.36,Working,Secondary / secondary special,Married,Municipal apartment,-21260,-2367,1,0,0,0,Managers,3.0
5009946,M,Y,Y,0,88578.95,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-9150,-2556,1,0,1,0,Drivers,2.0
5009947,F,N,Y,0,126877.57,State servant,Secondary / secondary special,Civil marriage,House / apartment,-18262,-795,1,0,0,0,Waiters/barmen staff,2.0
5009948,F,Y,Y,0,242158.22,Commercial associate,Secondary / secondary special,Married,House / apartment,-21463,-6759,1,0,0,0,Sales staff,2.0
5009949,M,Y,N,0,147170.38,Working,Higher education,Married,House / apartment,-18880,-191,1,0,0,0,Sales staff,2.0
5009950,M,Y,N,0,73332.61,Commercial associate,Secondary / secondary special,Married,House / apartment,-19509,-1643,1,0,1,0,,2.0
5009951,F,N,Y,1,137082.67,State servant,Secondary / secondary special,Separated,House / apartment,-16526,-644,1,0,0,0,Sales staff,2.0
5009952,M,N,N,0,96137.61,Pensioner,Secondary / secondary special,Married,House / apartment,-17105,365243,1,0,1,0,,2.0
5009953,M,N,N,2,256298.73,Working,Secondary / secondary special,Married,House / apartment,-8460,-1148,1,0,0,1,Core staff,4.0
5009954,M,Y,Y,0,199379.64,Pensioner,Secondary / secondary special,Married,House / apartment,-11702,365243,1,0,0,0,,2.0
5009955,M,N,Y,1,125884.68,Pensioner,Secondary / secondary special,Married,House / apartment,-19961,365243,1,0,1,0,,3.0
5009956,M,Y,Y,0,158114.39,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23880,365243,1,0,0,1,,2.0
5009957,M,Y,Y,0,76568.36,Commercial associate,Higher education,Separated,House / apartment,-16803,-5389,1,0,1,0,Laborers,1.0
5009958,F,N,Y,2,101023.79,Working,Secondary / secondary special,Married,With parents,-20026,-1276,1,0,1,1,Laborers,4.0
5009959,M,Y,Y,0,320180.31,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19289,-2623,1,1,0,0,,1.0
5009960,F,N,Y,0,151260.28,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24826,365243,1,0,1,0,,1.0
5009961,M,N,Y,0,234460.62,Working,Higher education,Married,House / apartment,-21243,-1495,1,0,1,0,Sales staff,2.0
5009962,M,N,N,0,165380.89,Working,Higher education,Separated,House / apartment,-18308,-1150,1,1,0,0,Laborers,1.0
5009963,F,N,Y,0,284116.86,Working,Secondary / secondary special,Married,House / apartment,-9323,-2556,1,0,0,0,Drivers,2.0
5009964,M,Y,Y,0,54207.86,Pensioner,Secondary / secondary special,Married,House / apartment,-13663,365243,1,0,0,0,,2.0
5009965,F,N,Y,0,134039.69,Commercial associate,Secondary / secondary special,Married,House / apartment,-11700,-3853,1,0,0,0,Core staff,2.0
5009966,F,N,Y,0,335169.22,Pensioner,Secondary / secondary special,Married,House / apartment,-22271,365243,1,1,0,0,,2.0
5009967,M,Y,Y,0,237538.91,Pensioner,Higher education,Married,With parents,-15127,365243,1,1,1,0,,2.0
5009968,F,Y,Y,1,285696.73,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16689,-1109,1,0,0,1,,2.0
5009969,M,N,Y,1,146769.37,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24220,365243,1,0,0,0,,2.0
5009970,M,Y,Y,0,112583.09,Working,Secondary / secondary special,Single / not married,Municipal apartment,-21973,-4401,1,1,0,0,Laborers,1.0
5009971,F,N,Y,0,88116.74,Working,Secondary / secondary special,Married,House / apartment,-21152,-5926,1,1,0,0,,2.0
5009972,F,N,Y,0,85096.05,Commercial associate,Higher education,Separated,House / apartment,-9798,-683,1,1,0,0,Laborers,1.0
5009973,F,N,N,1,220472.95,Working,Secondary / secondary special,Married,House / apartment,-7704,-242,1,0,1,0,Medicine staff,3.0
5009974,F,N,Y,1,190347.29,Working,Secondary / secondary special,Married,House / apartment,-9506,-491,1,0,0,0,Laborers,3.0
5009975,M,Y,Y,2,142445.29,Working,Secondary / secondary special,Married,House / apartment,-20283,-2195,1,1,0,0,,4.0
5009976,F,N,Y,0,189870.08,Pensioner,Secondary / secondary special,Married,House / apartment,-14505,365243,1,0,0,0,,2.0
5009977,F,Y,N,0,158138.4,Working,Secondary / secondary special,Married,House / apartment,-9364,-696,1,0,1,0,Laborers,2.0
5009978,F,N,Y,0,238257.87,Working,Secondary / secondary special,Married,Office apartment,-20261,-2230,1,0,0,0,Sales staff,2.0
5009979,F,N,N,0,237125.16,Working,Secondary / secondary special,Civil marriage,House / apartment,-10716,-944,1,0,1,0,Managers,2.0
5009980,M,Y,N,0,86427.65,Working,Higher education,Widow,House / apartment,-17632,-5450,1,1,0,0,Managers,1.0
5009981,F,Y,Y,0,168859.62,State servant,Secondary / secondary special,Single / not married,House / apartment,-20305,-1320,1,0,1,0,Core staff,1.0
5009982,M,N,Y,1,63931.45,Working,Secondary / secondary special,Married,House / apartment,-17965,-1508,1,0,1,0,,3.0
5009983,F,N,Y,0,157394.45,Pensioner,Lower secondary,Single / not married,House / apartment,-24725,365243,1,0,0,0,,1.0
